Rotina;Predecessora/Hora;Rotinas_Predecessoras_1;Rotinas_Predecessoras_2;Rotinas_Predecessoras_3;Rotinas_Predecessoras_4;Rotinas_Predecessoras_5;Rotinas_Predecessoras_6;Rotinas_Predecessoras_7;Freq;Tabela/Processo;ativa/descontinuada;Linguagem
BI03DJ27;NULL;BI03DJ15_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.pos_activation_product_transaction;SIM;PYSPARK
BI03DJ28;NULL;BI03DJ27_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.pos_activation_voucher_transaction;SIM;PYSPARK
BI03DJ29;NULL;BI03DJ28_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.pos_redeem_transaction;SIM;PYSPARK
BI03DJ30;NULL;BI03DJ29_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.pos_cancellation_transaction;SIM;PYSPARK
BI03DJ31;NULL;BI03DI61_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";wrk_fidelidade.alocacao_promo_ativada;SIM;PYSPARK
BI03DJ33;NULL;BI03DH50_CDP;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=SU";Shell Envio AWS - tszd_adobe_analytics.site_hit_data;SIM;PYSPARK
BI03DJ34;NULL;BI03DD99_CDP;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=SU";Shell Envio AWS - tszd_adobe_analytics.app_hit_data;SIM;PYSPARK
BI03DJ35;NULL;BI03SB36_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.relevanc_3p;SIM;PYSPARK
BI03DJ36;NULL;BI03DJ35_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio - rfzd_cliente.relevanc_3p;SIM;PYSPARK
BI03DJ37;07:00:00;;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=TH";Shell/Python Envio AWS - Compra Guiada Preco Regular -- Bucket novo (BI03DI36 rotina antiga);SIM;PYSPARK
BI03DJ39;20:10:00;;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=TH";Shell Envio AWS - Arquivo Pre Allocado CLI ;SIM;PYSPARK
BI03DJ40;20:15:00;;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=TH";Shell Envio AWS - Arquivo Pre Allocado PA e EX;SIM;PYSPARK
BI03DJ41;04:20:00;;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=TH";rwzd_teradata.v_dw_d723_tipo_promo_desct_focado;SIM;PYSPARK
BI03DJ42;04:30:00;;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=TH";rwzd_teradata.v_dw_d702_tipo_desconto;SIM;PYSPARK
BI03DJ43;12:00:00;;;;;;;;"FREQ=MONTHLY;INTERVAL=1;BYMONTHDAY=27";move_baseline;SIM;PYSPARK
BI03DJ44;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=14";rwzd_fidelidade.cadastro_promocoes;SIM;PYSPARK
BI03DJ45;06:00:00;BI03DJ44_CDP;;;;;;;"FREQ=DAILY;INTERVAL=14";Shell Responsys - rfzv_cliente.v_resp_killer_campanha_pa;SIM;PYSPARK
BI03DJ46;06:00:00;BI03DJ45_CDP;;;;;;;"FREQ=DAILY;INTERVAL=14";Shell Responsys - rfzv_cliente.v_resp_killer_campanha_ex;SIM;PYSPARK
BI03DJ47;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.webpush_sent;SIM;PYSPARK
BI03DJ50;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.webpush_opened;SIM;PYSPARK
BI03DJ51;15:10:00; BI03DJ15_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.primeiro_acesso;SIM;PYSPARK
BI03DJ52;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Dunnhumby - rfzv_cliente.v_dunn_whatsapp_cliente_cupom;SIM;PYSPARK
BI03DJ53;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.customer;SIM;PYSPARK
BI03DJ62;08:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_cliente.funcionario;SIM;PYSPARK
BI03DJ64;11:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.airship_performance_analytics_send_event_pa;SIM;PYSPARK
BI03DJ65;NULL;BI03DJ64_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.airship_performance_analytics_send_event_ex;SIM;PYSPARK
BI03DJ66;12:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_output_organic;SIM;PYSPARK
BI03DJ67;NULL;BI03DJ66_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events;SIM;PYSPARK
BI03DJ68;NULL;BI03DJ67_CDP ;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report;SIM;PYSPARK
BI03DJ69;15:10:00; BI03DJ14_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.ultimo_acesso;SIM;PYSPARK
BI03DJ72;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";aws/promotion_admin/;SIM;PYSPARK
BI03DJ73;NULL;BI03DJ66_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_output_organic_pa;SIM;PYSPARK
BI03DJ74;NULL;BI03DJ73_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_output_organic_ex_ios;SIM;PYSPARK
BI03DJ75;NULL;BI03DJ74_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_output_organic_pa_ios;SIM;PYSPARK
BI03DJ76;NULL;BI03DJ75_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_pa;SIM;PYSPARK
BI03DJ78;NULL;BI03DJ76_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report_pa_ios;SIM;PYSPARK
BI03DJ79;NULL;BI03DJ73_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.appsflyer_out_non_org_events_report_ex_ios;SIM;PYSPARK
BI03SB21;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_phone;DESCONTINUADA;TACACA
BI03SB22;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_phone;DESCONTINUADA;TACACA
BI03SB23;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_basket;DESCONTINUADA;TACACA
BI03SB24;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_basket;DESCONTINUADA;TACACA
BI03SB25;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_address;DESCONTINUADA;TACACA
BI03SB26;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_address;DESCONTINUADA;TACACA
BI03SB27;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_customer;DESCONTINUADA;TACACA
BI03SB28;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_customer;DESCONTINUADA;TACACA
BI03SB29;NULL;BI03DI72_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_fone;SIM;TACACA
BI03SB30;NULL;BI03DI73_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_fone;SIM;TACACA
BI03SB31;NULL;BI03DI74_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_end;SIM;TACACA
BI03SB32;NULL;BI03DI75_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_end;SIM;TACACA
BI03SB33;NULL;BI03DI62_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_basket;SIM;TACACA
BI03SB34;NULL;BI03DI71_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_basket;SIM;TACACA
BI03SB35;NULL;BI03DI65_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_cliente;SIM;TACACA
BI03SB36;NULL;BI03DI66_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_cliente;SIM;TACACA
BI03SB37;NULL;BI03SB25_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_ex_address;DESCONTINUADA;TACACA
BI03SB38;NULL;BI03SB26_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_pa_address;DESCONTINUADA;TACACA
BI03SB39;NULL;BI03SB21_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_ex_phone;DESCONTINUADA;TACACA
BI03SB40;NULL;BI03SB22_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_pa_phone;DESCONTINUADA;TACACA
BI03SB41;NULL;BI03SB27_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_ex_customer;DESCONTINUADA;TACACA
BI03SB42;NULL;BI03SB28_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.delete_pa_customer;DESCONTINUADA;TACACA
BI03SB43;NULL;BI89DA02_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.habito_comp;SIM;TACACA
BI03SB44;NULL;BI89DA02_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.faixa_preco;SIM;TACACA
BI03SB45;NULL;BI89DA02_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.segm_dunnhumby;SIM;TACACA
BI03SB46;NULL;BI03SB43_CDP;BI03SB44_CDP;BI03SB45_CDP;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.segm_dunnhumby;SIM;TACACA
BI03SB47;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.sub_contract;DESCONTINUADA;TACACA
BI03SB48;NULL;BI03DI88_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cad_viva_vinhos;SIM;TACACA
BI03SB49;NULL;BI89DA03_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.FM16_IDT;SIM;TACACA
BI03SB50;NULL;BI89DA03_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.FM16_NAO_IDT;SIM;TACACA
BI03SB51;NULL;BI03SB32_CDP;BI03SB34_CDP;BI03SB36_CDP;BI03SB46_CDP;BI03SB48_CDP;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_pa_sap_ecom;SIM;PYSPARK
BI03SB52;NULL;BI03SB29_CDP;BI03SB31_CDP;BI03SB33_CDP;BI03SB35_CDP;BI03SB46_CDP;BI03SB48_CDP;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_ex_sap_ecom;SIM;PYSPARK
BI03SB53;NULL;BI03SB31_CDP;BI03SB32_CDP;BI03SB33_CDP;BI03SB34_CDP;BI03SB45_CDP;BI03SB49_CDP;BI03SB51_CDP;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_comp_compra ;SIM;TACACA
BI03SB54;NULL;BI89DA04_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.meus_premios ;SIM;TACACA
BI03SB55;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_cliente.casa_cliente;SIM;TACACA
BI03SB56;NULL;BI03SB55_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.casa_cliente;SIM;TACACA
BI03SB57;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";RWZD_TERADATA.V_ESTRUT_OPER_CDP;SIM;TACACA
BI03SB58;NULL;BI89DA05_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.d010_promocao ;SIM;PYSPARK
BI03SB59;NULL;BI03SB32_CDP;BI03SB33_CDP;BI03SB34_CDP;BI03SB51_CDP;BI03SB52_CDP;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_comp_compra_ecom ;SIM;PYSPARK
BI03SB60;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.opened ;SIM;TACACA
BI03SB61;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sent ;SIM;TACACA
BI03SB62;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.clicked ;SIM;TACACA
BI03SB63;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.form;SIM;TACACA
BI03SB64;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.opted_out;SIM;TACACA
BI03SB65;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.bounced ;SIM;TACACA
BI03SB66;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.complaint ;SIM;TACACA
BI03SB67;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.launch_state ;SIM;TACACA
BI03SB68;NULL;BI89DA06_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.skipped ;SIM;TACACA
BI03SB69;NULL;BI89DA07_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.adobe_analytics_hitdata ;SIM;TACACA
BI03SB70;NULL;BI03SB54_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_teradata.meus_premios ;SIM;TACACA
BI03SB71;NULL;BI89DA09_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.meu_desconto;SIM;PYSPARK
BI03SB72;NULL;BI03SB71_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_teradata.d917_promo ;SIM;TACACA
BI03SB73;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_delivery_order;DESCONTINUADA;TACACA
BI03SB74;NULL;BI89DA01_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_delivery_order;DESCONTINUADA;TACACA
BI03SB75;NULL;BI03DI91_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_delivery_order;SIM;TACACA
BI03SB76;NULL;BI03DI90_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_delivery_order;SIM;TACACA
BI03SB78;NULL;BI03SB64_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_responsys.opted_out;SIM;TACACA
BI03SB79;NULL;BI03SB80_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";admzd_controle.expurgo_rotina_passo2;SIM;TACACA
BI03SB80;00:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";admzd_controle.expurgo_rotina_passo1;SIM;TACACA
BI03SB81;NULL;BI09;;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.tck_cliente_cdp;SIM;PYSPARK
BI03SB82;NULL;BI03SB84_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";wrkd_cdp.cliente_fic_det;SIM;TACACA
BI03SB83;04:30:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";wrkd_cdp.wrk_cupons_siac_crm;SIM;TACACA
BI03SB84;NULL;BI03SB83_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";wrkd_cdp.wrk_pagamento_siac_crm;SIM;TACACA
BI03SB85;NULL;BI03SB82_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_fic;SIM;TACACA
BI03SB88;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.cdp_score_formato;SIM;TACACA
BI03SB89;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.cdp_score_periodo;SIM;TACACA
BI03SB90;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.cdp_score_dia_semana;SIM;TACACA
BI03SB91;NULL;BI03SB88_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cdp_score_rfm_formato;SIM;TACACA
BI03SB92;NULL;BI03SB89_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cdp_score_rfm_periodo;SIM;TACACA
BI03SB93;NULL;BI03SB90_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cdp_score_rfm_dia_semana;SIM;TACACA
BI03SB94;NULL;BI03SB82_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";wrkd_cdp.wrk_cupons_cdp;SIM;PYSPARK
BI03SB95;NULL;BI03SB94_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";wrkd_cdp.wrk_devolucao_cdp;SIM;TACACA
BI03SB96;NULL;BI03SB95_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rfzd_cliente.cliente_cupom_item;SIM;TACACA
BI03SB97;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_product_on_basket;SIM;PYSPARK
BI03SB98;06:00:00; BI03SB97_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.ex_store;SIM;PYSPARK
BI03SB99;06:00:00; BI03SB98_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_product_on_basket;SIM;PYSPARK
BI03SC01;06:00:00; BI03SB99_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_ecom.pa_store;SIM;PYSPARK
BI03SC02;NULL;BI03SB91_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_formato_ex;SIM;PYSPARK
BI03SC03;NULL;BI03SB91_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_formato_pa;SIM;PYSPARK
BI03SC04;NULL;BI03SB92_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_periodo_ex;SIM;PYSPARK
BI03SC05;NULL;BI03SB92_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_periodo_pa;SIM;PYSPARK
BI03SC06;NULL;BI03SB93_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_dia_semana_ex;SIM;PYSPARK
BI03SC07;NULL;BI03SB93_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_score_rfm_dia_semana_pa;SIM;PYSPARK
BI03SC08;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_product_on_basket;SIM;TACACA
BI03SC09;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_ecom_store ;SIM;TACACA
BI03SC10;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_product_on_basket;SIM;TACACA
BI03SC11;10:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_ecom_store ;SIM;TACACA
BI03SC12;NULL;TD49DA22;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_teradata.d010_promocao_md;SIM;PYSPARK
BI03SC13;NULL;BI03SC12_CDP ;BI03SC13_CDP ;;;;;;"FREQ=DAILY;INTERVAL=1";RFZD_CLIENTE.MOV_CLI_PRE_ALOC_MD;DESCONTINUADA;TACACA
BI03SC14;NULL;BI03SB72_CDP;BI03SC12_CDP;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_mov_cli_pre_aloc_md_pa;SIM;PYSPARK
BI03SC15;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.shopping_mission;DESCONTINUADA;PYSPARK
BI03SC16;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.ex_shopping_habbit;SIM;TACACA
BI03SC17;06:00:00;BI03SC16_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.pa_shopping_habbit;SIM;TACACA
BI03SC18;06:00:00;BI03SC17_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.gpa_shopping_habbit;SIM;TACACA
BI03SC19;06:00:00;BI03SC18_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.dim_shopping_habbit;SIM;TACACA
BI03SC20;NULL;BI03SB72_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Reservada para rotina esfriamento de registros MD (Kudo -> Hive) - tszd_teradata.d917_promo_hist;SIM;TACACA
BI03SC21;NULL;BI03SC20_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Delete do esfriamento da tabela tszd_teradata.d917_promo;SIM;TACACA
BI03SC22;NULL;BI03SC14_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_mov_cli_pre_aloc_md_ex;SIM;PYSPARK
BI03SC23;NULL;BI03SB82_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Reservado CMV;SIM;PYSPARK
BI03SC24;06:00:00; BI03SC19_CDP;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=MO";rwzd_dunnhumby.ex_segmentacao_dna;DESCONTINUADA;TACACA
BI03SC25;06:00:00; BI03SC24_CDP;;;;;;;"FREQ=WEEKLY;INTERVAL=1;BYDAY=MO";rwzd_dunnhumby.pa_segmentacao_dna;DESCONTINUADA;TACACA
BI03SC26;06:00:00; BI03SC25_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_dunnhumby.dim_segmentacao_dna;DESCONTINUADA;TACACA
BI03SC27;02:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.facebook_grupo_controle_ex;SIM;TACACA
BI03SC29;02:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.facebook_grupo_controle_pa;SIM;TACACA
BI03SC31;NULL;BI03SC24_CDP;BI03SC26_CDP;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.ex_dunnhumby_segm_dna;SIM;TACACA
BI03SC32;NULL;BI03SC25_CDP;BI03SC26_CDP;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.pa_dunnhumby_segm_dna;SIM;TACACA
BI03SC33;NULL;BI03SC71_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.cliente;SIM;PYSPARK
BI03SC34;NULL;BI03SC72_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.baseline;SIM;PYSPARK
BI03SC35;NULL;BI03SC73_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.cliente_missao;SIM;PYSPARK
BI03SC36;NULL;BI03SC74_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.missao;SIM;PYSPARK
BI03SC37;NULL;BI03SC75_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.perfil_compra;SIM;PYSPARK
BI03SC38;NULL;BI03SC76_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_fidelidade.stix_acumulo_transacao;SIM;PYSPARK
BI03SC39;03:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.mp_mission;SIM;PYSPARK
BI03SC40;03:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fidelidade.mp_mission_customer;SIM;TACACA
BI03SC41;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sms_click;SIM;TACACA
BI03SC42;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sms_delivered;SIM;TACACA
BI03SC43;NULL;BI03SC31_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_dunnhumby_segm_dna_ex;SIM;PYSPARK
BI03SC44;NULL;BI03SC32_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";Shell Envio Responsys - rfzv_cliente.v_resp_dunnhumby_segm_dna_pa;SIM;PYSPARK
BI03SC45;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sms_optout;SIM;TACACA
BI03SC46;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sms_received;SIM;TACACA
BI03SC47;15:10:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_responsys.sms_sent;SIM;TACACA
BI03SC48;02:00:00; BI03SC45_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.sms_optout;SIM;TACACA
BI03SC48;02:00:00; BI03SC45_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.sms_optout;SIM;TACACA
BI03SC49;06:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.app_event;SIM;TACACA
BI03SC50;02:00:00; BI03SC49_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.ex_site_hit_data ;DESCONTINUADA;TACACA
BI03SC51;02:00:00; BI03SC50_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.pa_site_hit_data ;DESCONTINUADA;TACACA
BI03SC52;02:00:00; BI03SC51_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.ex_site_event;SIM;TACACA
BI03SC53;02:00:00; BI03SC52_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.pa_site_event;SIM;TACACA
BI03SC54;05:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.cdp_score_rfm_categoria;SIM;TACACA
BI03SC55;NULL;BI03SC54_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cdp_score_rfm_categoria;SIM;TACACA
BI03SC58;05:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_crm_sap.cdp_score_rfm_marca_exclusiva;SIM;PYSPARK
BI03SC59;NULL;BI03SC58_CDP;;;;;;;"FREQ=DAILY;INTERVAL=1";tszd_cliente.cdp_score_rfm_marca_exclusiva;SIM;TACACA
BI03SC62;05:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_adobe_analytics.app_hit_data;SIM;PYSPARK
BI03SC63;09:00:00;;;;;;;;"FREQ=DAILY;INTERVAL=1";rwzd_fic.ex_pre_aprovado ;SIM;TACACA
